wn_synset	babelnet_id	pos	lemmata en	lemmata fr	definition	confidence	dist_from_music	dist_from_entity
n07042023	bn:00070560n	n	septet, septette		a musical composition written for seven performers	0.828	2	6
n07041902	bn:00070694n	n	sextet, sextette, sestet		a musical composition written for six performers	0.929	2	6
n07041688	bn:00065610n	n	quartet, quartette		a musical composition for four performers	1.0	2	6
n07041344	bn:00063801n	n	postlude		a voluntary played at the end of a religious service	0.333	4	8
n07040292	bn:00047125n	n	intermezzo		a short movement coming between the major sections of a symphony	1.0	3	7
n07040148	bn:00003940n	n	andante		a musical composition or musical passage to be performed moderately slow	0.764	2	6
n07039949	bn:00002826n	n	allegretto		a musical composition or musical passage to be performed at a somewhat quicker tempo than andante but not as fast as allegro	0.767	2	6
n07039770	bn:00002828n	n	allegro		a musical composition or musical passage to be performed quickly in a brisk lively manner	0.762	2	6
n07039056	bn:00066410n	n	realization, realisation		a musical composition that has been completed or enriched by someone other than the composer	0.75	2	6
n07038910	bn:00046980n	n	instrumentation		the instruments called for in a musical score or arrangement for a band or orchestra	0.8	3	7
n07038767	bn:00046972n	n	instrumental_music		music intended to be performed by a musical instrument or group of instruments	1.0	1	5
n07038615	bn:00059288n	n	orchestration		an arrangement of a piece of music for performance by an orchestra or band	1.0	3	7
n07035420	bn:00067052n	n	religious_song		religious music for singing	1.0	3	6
n07035061	bn:00042991n	n	Hare_Krishna		a chant to the Hindu god Krishna	0.333	5	8
n07034409	bn:00064548n	n	processional, prosodion		religious music used in a procession	0.5	3	6
n07032426	bn:00041892n	n	ground_bass		a short melody in the bass that is constantly repeated	0.871	4	8
n07032292	bn:00008912n	n	bass, bass_part		the lowest part in polyphonic music	1.0	3	7
n07032206	bn:00079528n	n	vamp		an improvised musical accompaniment	1.0	4	8
n07031534	bn:00080194n	n	voice_part		a part written for a singer	0.667	3	7
n07031401	bn:00070157n	n	secondo		the second or lower part of a duet (especially a piano duet)	1.0	3	7
n07031276	bn:00064397n	n	primo		the principal part of a duet (especially a piano duet)	1.0	3	7
n07030976	bn:00060775n	n	part_music		vocal music for several voices in independent parts (usually performed without accompaniment)	0.909	1	5
n07029819	bn:00074034n	n	statement		(music) the presentation of a musical theme	1.0	3	7
n07029581	bn:00058426n	n	obbligato, obligato		a persistent but subordinate motif	1.0	4	8
n07028964	bn:00076813n	n	theme_song		a melody that recurs and comes to represent a musical play or movie	0.401	2	6
n07027651	bn:00066951n	n	reharmonization, reharmonisation		a piece of music whose original harmony has been revised	0.918	3	7
n07027458	bn:00043024n	n	harmonization, harmonisation		a piece of harmonized music	0.92	2	6
n07026920	bn:00056460n	n	musical_drama		opera in which the musical and dramatic elements are equally important; the music is appropriate to the action	0.8	4	7
n07026827	bn:00041338n	n	grand_opera		opera in which all the text is sung	1.0	4	7
n07025302	bn:00063591n	n	popularism		music adapted to the understanding and taste of the majority	0.5	1	5
n07019396	bn:00024538n	n	curtain_raiser		a short play presented before the main play	0.167	9	7
n07012414	bn:00071213n	n	shooting_script		the final detailed script for making a movie or TV program	0.333	7	7
n07010275	bn:00064708n	n	promptbook, prompt_copy		the copy of the playscript used by the prompter	0.5	7	7
n07007684	bn:00028610n	n	dramatic_composition, dramatic_work		a play for performance on the stage or television or in a movie etc.	0.06	5	5
n06892979	bn:00068058n	n	rock_concert		a performance of rock music	0.9	10	8
n06890577	bn:00035367n	n	flourish		an ornamental embellishment in writing	1.0	11	7
n06873139	bn:00072831n	n	soprano		the highest female voice; the voice of a boy before puberty	0.5	5	5
n06873017	bn:00054699n	n	mezzo-soprano, mezzo		the female singing voice between contralto and soprano	1.0	5	5
n06872785	bn:00003147n	n	countertenor, alto		the highest adult male singing voice	0.5	5	5
n06872562	bn:00008587n	n	baritone, baritone_voice		the second lowest adult male singing voice	0.5	5	5
n06872122	bn:00071736n	n	singing_voice		the musical quality of the voice while singing	0.83	4	4
n06871262	bn:00065595n	n	quarter_rest		a musical rest having one-fourth the time value of a whole rest	0.589	8	8
n06870965	bn:00042637n	n	half_rest		a musical rest having the time value of half a whole rest or equal in duration to two beats in common time	0.73	8	8
n06870726	bn:00081141n	n	whole_rest		a musical rest equal in duration to four beats in common time	0.738	8	8
n06869428	bn:00070811n	n	sforzando		(music) a notation written above a note and indicating that it is to be played with a strong initial attack	0.6	7	7
n06864900	bn:00028361n	n	double_bar		notation marking the end of principal parts of a musical composition; two adjacent bar lines	0.746	7	7
n06863442	bn:00076536n	n	tenor_clef		a clef that puts middle C on the fourth line of the staff; used for writing music for bassoons or cellos or tenor horns	0.71	8	8
n06863326	bn:00072833n	n	soprano_clef		a clef that puts middle C on the bottom line of the staff	0.709	8	8
n06863209	bn:00014399n	n	C_clef		a movable clef that puts middle C on one of the lines of a staff	0.713	8	8
n06863086	bn:00003150n	n	alto_clef, viola_clef		a clef that puts middle C on the third line of a staff	0.713	8	8
n06862399	bn:00050499n	n	ledger_line, leger_line		a short line; a notation for extending the range above or below the staff	0.733	6	6
n06861315	bn:00037282n	n	gapped_scale		a musical scale with fewer than seven notes	0.764	8	8
n06857591	bn:00068369n	n	roulade		(music) an elaborate run of several notes sung to one syllable	0.875	2	6
n06815970	bn:00058427n	n	obbligato, obligato		a part of the score that must be performed without change or omission	1.0	2	6
n06815621	bn:00062207n	n	piano_music		sheet music to be played on a piano	1.0	3	7
n06806098	bn:00081042n	n	whistle, whistling		the act of signalling (e.g., summoning) by whistling or blowing a whistle	0.495	4	4
n06804388	bn:00066477n	n	recall		a bugle call that signals troops to return	0.0	5	5
n06748841	bn:00065808n	n	racecard		a program for a race meeting; lists the races and the names of the horses	0.143	7	7
n06693744	bn:00066282n	n	rave		an extravagantly enthusiastic review	0.0	7	7
n06692369	bn:00042802n	n	handclap		a clap of the hands to indicate approval	0.783	6	6
n06692238	bn:00042768n	n	hand		a round of applause to signify approval	1.0	6	6
n06656274	bn:00045635n	n	hypothetical_imperative		a principle stating the action required to attain a desired goal	0.0	7	7
n06590723	bn:00079607n	n	variorum, variorum_edition		an edition containing various versions of a text or notes by various scholars or editors	0.0	15	11
n06410776	bn:00058169n	n	notice		a short critical review	0.0	7	7
n06397307	bn:00056859n	n	narration		(rhetoric) the second section of an oration in which the facts are set forth	0.5	2	6
n06396644	bn:00073588n	n	spot		a short section or illustration (as between radio or tv programs or in a magazine) that is often used for advertising	0.25	2	6
n06396468	bn:00073589n	n	spot		a section of an entertainment that is assigned to a specific performer or performance	0.667	2	6
n06396330	bn:00031225n	n	episode		a brief section of a literary or dramatic work that forms part of a connected series	0.8	2	6
n06396142	bn:00017730n	n	chapter		a subdivision of a written work; usually numbered and titled	1.0	2	6
n06392787	bn:00073584n	n	sports_section		the section of a newspaper that reports on sports	0.5	2	6
n06392660	bn:00000380n	n	above		an earlier section of a written text	0.5	2	6
n06392001	bn:00070190n	n	section, subdivision		a self-contained part of a larger composition (written or musical)	0.766	1	5
n06384269	bn:00015368n	n	canto		a major division of a long poem	0.333	2	6
n06378427	bn:00008156n	n	ballade		a poem consisting of 3 stanzas and an envoy	0.67	7	7
n06372925	bn:00041169n	n	Gotterdammerung, Ragnarok, Twilight_of_the_Gods		myth about the ultimate destruction of the gods in a battle with evil	0.608	9	9
n06278136	bn:00007101n	n	audio, sound		the audible part of a transmitted signal	0.5	2	4
n06269674	bn:00055871n	n	morceau		a short literary or musical composition	0.5	2	6
n06258541	bn:00035595n	n	foldout, gatefold		an oversize page that is folded in to a book or magazine	0.929	12	9
n05932062	bn:00074532n	n	strand		a pattern forming a unity within a larger structural whole	0.0	8	6
n05931980	bn:00055965n	n	mosaic		a pattern resembling a mosaic	0.0	8	6
n05931827	bn:00048729n	n	kaleidoscope		a complex pattern of constantly changing colors and shapes	0.0	8	6
n05931341	bn:00040328n	n	gestalt		a configuration or pattern of elements so unified as a whole that it cannot be described merely as a sum of its parts	0.25	8	6
n05865998	bn:00063213n	n	point		a geometric element that has position but no extension	0.25	11	9
n05865652	bn:00063051n	n	plot_element		a component or element of the plot of a story	0.333	11	9
n05865454	bn:00009262n	n	be-all_and_end-all, be_all_and_end_all		the essential factor; the all-important element; the supreme aim	0.5	11	9
n05860869	bn:00041345n	n	grand_total		the sum of the sums of several groups of numbers	0.5	11	9
n05851744	bn:00032115n	n	excellence, excellency		an outstanding feature; something in which something or someone excels	0.619	11	9
n05815412	bn:00065754n	n	quodlibet		an issue that is presented for formal disputation	0.652	8	6
n05720521	bn:00028992n	n	dub		the new sounds added by dubbing	0.835	11	9
n05718935	bn:00056445n	n	music		(music) the sounds produced by singers or musical instruments (or reproductions of such sounds)	1.0	11	9
n05718556	bn:00031853n	n	music, euphony		any agreeable (pleasing and harmonious) sounds	0.8	11	9
n05711915	bn:00054258n	n	melody, tonal_pattern		the perception of pleasant arrangements of musical notes	0.833	11	9
n05711791	bn:00056466n	n	musical_perception		the auditory perception of musical sounds	0.229	10	8
n05711503	bn:00007133n	n	auditory_perception, sound_perception		the perception of sound as a meaningful phenomenon	0.086	9	7
n05643611	bn:00056490n	n	musketry		the technique of using small arms (especially in battle)	0.333	8	6
n05643491	bn:00013508n	n	brushwork		an artist's distinctive technique of applying paint with a brush	0.2	8	6
n05643190	bn:00064626n	n	proficiency, technique		skillfulness in the command of fundamentals deriving from practice and familiarity	0.727	7	5
n05637356	bn:00012842n	n	bravura		brilliant and showy technical skill	0.75	9	7
n05258627	bn:00049233n	n	spit_curl, kiss_curl		a spiral curl plastered on the forehead or cheek	0.25	14	10
n05127959	bn:00032277n	n	sweep, expanse		a wide scope	1.0	9	7
n05127782	bn:00044763n	n	horizon, view, purview		the range of interest or activity that can be anticipated	0.333	9	7
n05126611	bn:00047168n	n	internationality, internationalism		quality of being international in scope	1.0	9	7
n05126362	bn:00022265n	n	contrast		the range of optical density and tone on a photographic negative or print (or the extent to which adjacent areas on a television screen differ in brightness)	0.167	9	7
n05126228	bn:00021756n	n	confines		a bounded scope	0.5	9	7
n05126066	bn:00005163n	n	approximate_range, ballpark		near to the scope or range of something	1.0	9	7
n04991389	bn:00062202n	n	piano, pianissimo		(music) low loudness	0.739	8	6
n04991225	bn:00025785n	n	decrescendo, diminuendo		(music) a gradual decrease in loudness	0.737	8	6
n04990781	bn:00035984n	n	forte, fortissimo		(music) loud	0.737	8	6
n04990692	bn:00075575n	n	swell		a crescendo followed by a decrescendo	1.0	9	7
n04990525	bn:00023748n	n	crescendo		(music) a gradual increase in loudness	0.734	8	6
n04988478	bn:00020728n	n	color, colour, coloration, colouration		the timbre of a musical sound	0.484	8	6
n04988258	bn:00067347n	n	resonance		the quality imparted to voiced speech sounds by the action of the resonating chambers of the throat and mouth and nasal cavities	0.125	8	6
n04988078	bn:00043016n	n	harmonic		any of a series of musical tones whose frequencies are integral multiples of the frequency of a fundamental	0.376	8	6
n04985580	bn:00021564n	n	concert_pitch, philharmonic_pitch, international_pitch		the pitch used to tune instruments for concert performances; usually assigns 440 Hz to the A above middle C	0.548	8	6
n04983848	bn:00054256n	n	melodiousness, tunefulness		the property of having a melody	1.0	8	6
n04983688	bn:00052474n	n	lyricality, lyricism, songfulness		the property of being suitable for singing	1.0	8	6
n04982856	bn:00065706n	n	quietness, soundlessness		the property of making no sound	0.118	8	6
n04982745	bn:00073256n	n	speechlessness		the property of being speechless	1.0	8	6
n04982478	bn:00045291n	n	hush, stillness, still		(poetic) tranquil silence	0.6	8	6
n04727883	bn:00079901n	n	vibration, vibe		a distinctive emotional aura experienced instinctively	0.333	7	5
n04727694	bn:00058147n	n	note		a characteristic emotional quality	1.0	7	5
n04727559	bn:00056668n	n	mystique		an aura of heightened value or interest or meaning surrounding a person or thing	0.25	7	5
n04595501	bn:00081395n	n	wire_recorder		an early type of magnetic recorder using iron wire	0.178	13	9
n04536595	bn:00008925n	n	viola_da_gamba, gamba, bass_viol		viol that is the bass member of the viol family with approximately the range of the cello	0.483	15	11
n04536465	bn:00080035n	n	viola_da_braccio		a member of the viol family with approximately the range of a viola	0.74	15	11
n04534520	bn:00079977n	n	videotape		a video recording made on magnetic tape	0.5	14	10
n04533499	bn:00079964n	n	Victrola		a brand of gramophone	0.598	14	10
n04470605	bn:00077965n	n	transcription		a sound or television recording (e.g., from a broadcast to a tape recording)	0.5	13	9
n04391838	bn:00076101n	n	tape, tape_recording, taping		a recording made on magnetic tape	0.219	13	9
n04346679	bn:00074845n	n	stylus		a sharp pointed device attached to the cartridge of a record player	0.037	11	7
n04315948	bn:00074217n	n	stereo, stereophony, stereo_system, stereophonic_system		reproducer in which two microphones feed two or more loudspeakers to give a three-dimensional effect to the sound	0.323	13	9
n04264050	bn:00072844n	n	sourdine, sordino		a mute for a violin	0.65	13	9
n04262678	bn:00007103n	n	sound_recording, audio_recording, audio		a recording of acoustic signals	0.252	13	9
n04236702	bn:00072129n	n	sleeve		small case into which an object fits	0.2	12	8
n04077430	bn:00067213n	n	reproducer		an audio system that can reproduce and amplify signals to produce sound	1.0	12	8
n04064213	bn:00066591n	n	recording_system		audio system for recoding sound	1.0	12	8
n04063154	bn:00007310n	n	record_changer, auto-changer, changer		an automatic mechanical device on a record player that causes new records to be played without manual intervention	0.4	13	9
n04030965	bn:00065499n	n	quadraphony, quadraphonic_system, quadriphonic_system		a stereophonic sound recording or reproducing system using four separate channels	0.541	14	10
n03839172	bn:00058483n	n	oboe_da_caccia		an alto oboe; precursor of the English horn	1.0	17	13
n03800485	bn:00056425n	n	musette_pipe		a small simple oboe	0.5	17	13
n03603722	bn:00048516n	n	jug		a large bottle with a narrow mouth	0.406	13	9
n03601335	bn:00048372n	n	joint		a disreputable place of entertainment	0.5	13	9
n03584400	bn:00079975n	n	video_iPod		(trademark) an iPod that can also play video files	0.5	15	11
n03584254	bn:00047435n	n	iPod		(trademark) a pocket-sized device used to play music files	0.667	14	10
n03517760	bn:00043977n	n	hi-fi, high_fidelity_sound_system		equipment for the reproduction of sound with high fidelity	0.5	13	9
n03467796	bn:00042151n	n	guitar_pick		a plectrum used to pluck a guitar	0.373	12	8
n03465500	bn:00042067n	n	Guarnerius		a violin made by a member of the Guarneri family	0.5	15	11
n03452267	bn:00000974n	n	gramophone, acoustic_gramophone		an antique record player; the sound of the vibrating needle is amplified acoustically	1.0	13	9
